sp500,citigroup,microsoft,apple,dowchemical,yahoo
-0.0020505467,-0.0105719307,-0.0148495823,-1.938152e-02,-0.0034903959,-0.003301849
-0.0063058873,-0.0120529913,-0.0123324059,8.546204e-04,-0.0305713549,-0.057547521
0.0084844728,-0.0052946549,0.0045516711,-2.537865e-02,-0.0076397903,0.025158591
-0.0083553596,-0.0146566717,-0.0183323077,-1.976371e-02,-0.0222435433,-0.001243039
-0.0161356461,-0.0524280031,-0.0354019489,-4.312106e-02,-0.0382801667,-0.064206901
-0.0204088863,-0.0305285796,0.0030622742,5.273813e-03,-0.0077486420,0.015463345
-0.0134790987,0.0154874487,-0.0005735120,1.606254e-02,-0.0191977422,-0.015131835
0.0202840429,0.0006401997,0.0091359552,1.440904e-02,-0.0135272216,0.017088848
0.0059662747,-0.0367153793,-0.0218357561,-2.604657e-02,-0.0262399121,-0.041582573
0.0448482573,0.0041957120,0.0280686964,2.163506e-02,0.0138843873,0.029453233
-0.0196560397,-0.0662735200,-0.0407356678,-2.430833e-02,-0.0293599785,-0.039695794
-0.0153269593,-0.0125579817,-0.0084688079,-4.850560e-03,-0.0209345326,0.020381175
-0.0430605610,-0.0351849271,0.0045387277,1.343989e-03,-0.0179882524,-0.032812205
0.0124933557,-0.0084325922,-0.0061222960,-5.075343e-03,0.0163229952,0.018247984
0.0327898315,0.0224119613,0.0352279705,5.180195e-02,0.0286337444,0.014900411
-0.0344105095,-0.0374687693,-0.0096080714,-1.971582e-02,-0.0243571988,0.001007929
0.0361068338,0.0237362936,0.0073104871,5.515685e-03,0.0066162668,0.006693432
-0.0185543331,0.0014804312,-0.0183774918,-6.796472e-02,-0.0250400475,-0.00972017
0.0223281789,-0.0029666864,0.0162668346,7.146292e-03,0.0033751039,-0.032172555
0.0111083647,0.0528024950,0.0565712790,3.395824e-02,0.0107721311,0.026091422
-0.0202419960,-0.0023513489,-0.0069217130,-9.392615e-03,0.0137150651,0.002031145
-0.0225354883,-0.0497087052,-0.0317545907,-2.042914e-02,0.0559442174,-0.01739771
0.0508374547,-0.0014854333,-0.0159759922,1.959917e-02,0.0372714447,-0.048652493
0.0170555466,0.0105977456,-0.0030721907,8.002889e-03,0.0138108648,0.051744782
0.0031267621,-0.0230636254,-0.0360258261,-2.707123e-02,-0.0148812499,-0.041322441
0.0133964017,-0.0527996900,-0.0150650696,1.047468e-02,-0.0099010480,-0.033445503
-0.0043611237,-0.0079661448,-0.0026345223,-2.105699e-04,0.0079715962,-0.008539091
-0.0091577298,-0.0026694563,0.0086878036,-7.608627e-03,-0.0094868919,0.01038585
0.0031456496,-0.0671615907,-0.0004024238,-6.064822e-03,-0.0299054989,-0.012625493
0.0178053638,0.0706306040,0.0161696440,3.090213e-03,0.0266506006,0.010409053
0.0023420966,0.0353300699,0.0187696916,2.780436e-02,0.0176653272,0.079587435
0.0095577030,0.0226271097,0.0256993767,1.519853e-02,0.0244686315,0.003069056
0.0054727704,-0.0218560437,-0.0043972740,-1.913836e-02,-0.0087903803,0.001700936
0.0006062827,0.0017970354,-0.0071147060,-2.288109e-03,-0.0103539779,0.020855145
-0.0013342346,0.0135016519,0.0158901001,8.708288e-03,0.0170583765,0.036926234
-0.0141793836,-0.0334479160,-0.0283174419,-2.286464e-02,-0.0191847426,-0.016171116
0.0035636695,-0.0034071883,0.0035108435,1.478088e-02,0.0044600114,0.009088053
0.0059928749,0.0138184785,0.0143052400,6.844399e-03,0.0191001791,0.013160196
-0.0031754077,0.0225304105,-0.0154741788,1.549052e-03,0.0132179247,0.000318827
-0.0197659150,-0.0165926385,-0.0082207944,-2.272745e-03,-0.0026707902,0.013299752
0.0140000747,0.0604278096,0.0328659153,3.894616e-02,0.0295927251,0.031276679
0.0173195957,0.0227582239,0.0070122283,2.186026e-03,-0.0090280560,0.003348078
-0.0036341192,0.0143447618,-0.0113961898,7.416597e-03,-0.0004031481,-0.000911962
-0.0013358423,0.0000000000,-0.0061314511,1.476729e-02,0.0138154670,0.029369806
0.0260284313,-0.0051498512,-0.0194067679,-1.112857e-02,-0.0105948652,0.002948926
-0.0219052571,-0.0372981707,0.0120765473,-8.280030e-03,-0.0188664969,-0.030799236
-0.0027873319,0.0024331600,0.0227782517,8.904707e-04,0.0046991496,0.017459746
-0.0026734841,0.0053319835,-0.0150637009,4.942907e-04,0.0014258095,-0.020805756
0.0001216995,0.0384116283,0.0194070193,1.071636e-02,0.0298768534,0.029718561
0.0026731717,-0.0074715264,0.0018825044,2.539259e-03,-0.0067393701,-0.006825935
0.0049627423,-0.0018765715,0.0078681767,1.989448e-02,-0.0017915858,-0.009575298
0.0006035624,-0.0084886165,0.0140821119,1.320370e-02,0.0093208728,0.022299127
0.0147334120,0.0145747367,0.0056875891,-1.605501e-03,0.0145015555,0.007907524
0.0011883311,0.0159744761,-0.0216374186,1.133528e-03,0.0050455797,0.025631325
-0.0069121219,0.0013770407,0.0068933428,-9.436738e-05,-0.0023255630,0.008493907
0.0059616193,-0.0050585787,0.0038913882,7.618887e-03,-0.0056425871,-0.001693031
-0.0044082172,-0.0235580051,-0.0018511409,-5.543868e-03,-0.0013667893,-0.017376908
0.0027425497,-0.0102005520,0.0044370249,-4.343720e-03,0.0027316929,0.001722711
0.0028537162,-0.0004769748,-0.0124363106,-4.552746e-03,0.0046656798,0.010557924
0.0036740555,-0.0047823516,0.0216174289,2.339560e-02,0.0003912787,0.030470561
-0.0001183304,0.0038277430,0.0061953545,1.730846e-02,0.0070175809,0.00658622
-0.0110643029,-0.0031089379,0.0032644346,-5.216214e-03,-0.0121166090,0.006814801
-0.0075652960,0.0170985196,0.0061372027,9.133323e-03,0.0054901939,-0.009005409
0.0024079517,-0.0097007727,-0.0025225181,1.022129e-02,-0.0013697202,0.014694142
-0.0114895770,-0.0131628777,-0.0158199298,-1.185915e-02,-0.0064826553,-0.016614845
0.0132916315,0.0083964103,0.0102115713,1.041819e-02,0.0037375535,0.00684278
-0.0113472376,-0.0387239648,-0.0120461472,-2.205099e-02,-0.0096676474,-0.013456252
0.0101461916,0.0049542237,-0.0007347549,1.104994e-03,0.0065211475,-0.002768496
0.0013210950,0.0159336043,-0.0020233028,3.307544e-03,-0.0001970195,0.01130267
0.0122861749,0.0187912496,0.0062408417,1.294109e-02,0.0168005503,0.004922077
0.0056744930,0.0545695244,0.0127273784,1.438356e-02,0.0113648606,0.017575172
0.0070480449,0.0163625503,0.0001806941,5.353538e-04,0.0028689281,-0.003759484
-0.0053990536,-0.0013348319,0.0052247783,-2.027553e-02,0.0001909212,-0.01791579
0.0094875982,0.0042208623,0.0144503149,-2.181097e-02,0.0032409162,0.000273915
0.0050002997,0.0114614553,-0.0012405822,-5.317420e-03,0.0096600645,-0.005216154
0.0068204876,0.0240349451,-0.0142884922,2.055630e-03,-0.0211456823,0.040722843
-0.0001152356,-0.0029998511,0.0034120166,-1.088698e-02,0.0007698349,-0.004502776
0.0084901606,0.0079086203,-0.0744113991,-2.740392e-03,0.0120472056,-0.005056511
-0.0022875124,-0.0059791521,0.0063529282,-5.693672e-03,-0.0013314227,-0.00669257
0.0034293034,0.0087429915,-0.0129408220,-6.971369e-03,0.0212793535,-0.003228386
0.0094270832,0.0048714056,-0.0097676142,-6.462157e-02,-0.0013051096,-0.004320828
-0.0048728056,-0.0117010701,-0.0206274141,-3.104322e-02,-0.0033638740,-0.009790695
0.0041943395,-0.0096764616,-0.0006014406,-1.156086e-02,-0.0152789472,0.000273207
0.0082239528,0.0086059427,0.0147295966,-1.067331e-03,0.0007600540,-0.001914372
-0.0115099064,-0.0240662312,-0.0165359064,1.631220e-02,-0.0168554314,-0.014337191
-0.0019312441,-0.0201713583,0.0018063097,-1.045580e-02,-0.0073672440,-0.000277684
0.0011364707,-0.0096749475,0.0014026622,-4.067225e-03,-0.0105635011,0.025776009
0.0053242964,0.0040613713,0.0089704757,-5.592581e-03,0.0060778776,0.00781994
0.0006776349,-0.0117781784,-0.0063707049,7.546743e-04,-0.0062745266,-0.001343906
0.0159053324,0.0214141229,0.0187956873,6.766550e-03,0.0136747692,0.006968643
-0.0048301314,-0.0082857659,0.0005878277,-9.788671e-03,-0.0056426043,-0.001871408
0.0096370218,-0.0106251923,0.0089703817,-2.373647e-02,0.0056426043,-0.009139849
-0.0113273749,-0.0204346526,-0.0083828591,1.990493e-03,-0.0193952875,-0.014964203
0.0102115592,0.0009274586,0.0145760961,3.644655e-02,0.0205587130,0.027043292
-0.0004466843,0.0126656727,-0.0188278329,-4.162889e-03,-0.0017457060,-0.005618744
-0.0020125292,0.0484631630,0.0059219169,1.138008e-02,-0.0136827283,-0.000805207
0.0084699358,-0.0178163243,-0.0096906033,-3.814377e-03,-0.0007875688,-0.005925199
-0.0041145767,-0.0035571422,0.0059441300,1.076986e-02,0.0115540376,-0.014146047
-0.0015612803,0.0046661495,-0.0117239425,1.262735e-02,0.0173715518,0.004373982
0.0007809506,0.0164893229,0.0307050605,1.512920e-02,0.0106586746,0.023454344
0.0065581730,0.0232768777,0.0102208764,1.741641e-02,0.0007570140,-0.053075887
-0.0051094131,-0.0178403099,-0.0044226507,7.898863e-03,-0.0165954885,0.032345544
0.0023357937,0.0101414389,0.0082526105,-5.977732e-04,0.0036478548,0.02842782
-0.0110597743,-0.0002147577,0.0129132188,-4.894857e-03,-0.0158396067,0.003167875
0.0024683187,0.0079136287,-0.0028342337,-1.411884e-02,0.0042743670,-0.034592455
-0.0079878864,0.0006389517,-0.0070255515,-7.544104e-03,0.0127144824,0.013550342
-0.0018088886,-0.0342173115,-0.0132350201,2.044542e-03,0.0174577062,-0.014915639
0.0109167032,0.0076814194,0.0065435146,7.224641e-03,0.0088024091,0.012759831
0.0152183212,-0.0043821581,-0.0005756957,4.047381e-03,0.0013043799,-0.009214157
0.0008815555,0.0004390920,-0.0011522496,-9.091940e-04,-0.0003725146,0.00651294
-0.0013226362,-0.0121455072,-0.0081035128,7.150436e-03,-0.0016780255,0.010226058
-0.0076390526,-0.0249703066,-0.0027157834,-8.262843e-03,-0.0039263137,-0.014020073
0.0067563298,-0.0170002155,-0.0263742909,-1.519126e-02,-0.0130105153,-0.009822753
-0.0017677185,-0.0281973617,-0.0062018494,1.232062e-03,-0.0106850349,0.025180726
-0.0029901589,0.0011908678,-0.0028135593,-3.288799e-03,-0.0051928296,-0.002141382
0.0116882666,0.0026150142,0.0139890548,4.211877e-03,0.0063430952,0.001873886
-0.0054963318,0.0085107008,-0.0051730895,-2.302053e-02,0.0140794023,-0.012108315
0.0043994976,0.0075047302,-0.0011976186,-2.415621e-03,0.0026415130,0.009430273
0.0044894264,0.0027997874,0.0221221457,8.481341e-03,0.0037615242,0.002945537
-0.0039409040,-0.0056074357,-0.0039146104,-3.760586e-03,-0.0009390409,-0.001070118
0.0068864624,0.0408594511,0.0178818814,5.739593e-03,0.0086062253,0.011179196
-0.0266035175,-0.0982384268,-0.0408942040,-2.849793e-02,-0.0401004081,-0.041616299
-0.0059467097,-0.0462128416,-0.0284977701,-1.466809e-02,-0.0315172429,-0.028549405
0.0228079355,0.0496807283,0.0206403222,1.670022e-02,-0.0206109047,0.023015329
0.0169060713,0.0407033063,0.0220053366,8.617593e-03,0.0183866541,0.022497519
0.0137488526,0.0063898125,0.0123882622,1.263171e-02,0.0062556460,0.018812702
0.0010661945,-0.0052034417,-0.0001954085,3.028899e-03,-0.0034256542,0.011383339
-0.0087766761,-0.0335172853,0.0001954085,-9.430101e-03,-0.0158701603,-0.012982087
0.0114372431,0.0068426936,0.0040956158,5.668719e-03,-0.0132124003,0.000266578
-0.0120824390,0.0055859360,0.0000000000,4.282709e-03,0.0016611494,0.000266613
0.0062198721,0.0165729250,0.0177473465,7.683536e-03,0.0245914194,0.005846469
0.0037347148,0.0073573818,0.0055296410,3.098248e-03,0.0090680144,0.005812355
0.0112265309,0.0268299678,0.0117203410,4.526701e-03,0.0218263169,-0.001845749
-0.0007374965,-0.0025353584,0.0056221917,-5.661604e-03,0.0045040639,-0.006619911
0.0007374965,0.0255196942,0.0042890999,1.962649e-02,0.0120413013,0.008465659
0.0017888788,-0.0027032863,-0.0007446102,-1.012546e-04,0.0050067892,-0.006342463
-0.0031589298,0.0053992845,0.0048299904,1.057362e-02,0.0103191659,0.006079046
-0.0036980167,-0.0049483011,-0.0162544215,4.006071e-04,-0.0045731547,0.005780284
-0.0057325064,0.0027021599,0.0517546622,9.007313e-04,0.0112051460,0.018944488
-0.0008520842,-0.0076749998,-0.0019693900,-5.316220e-03,-0.0085349251,-0.001286277
0.0017034321,0.0038448175,0.0137049517,-7.774241e-03,0.0117403190,0.013550073
-0.0194410845,-0.0058863258,0.0028243583,-1.346967e-02,0.0028198487,-0.027286146
-0.0072933204,0.0024946266,0.0005286511,-6.906866e-03,0.0050557191,0.011416782
-0.0067967332,0.0031659784,-0.0100930366,6.294031e-02,0.0016795755,-0.002583262
-0.0078406529,-0.0011335916,0.0003558760,1.341135e-02,0.0007455251,-0.003627887
-0.0139550034,-0.0061440670,0.0083267609,-1.246677e-03,0.0000000000,-0.008603912
-0.0353563172,-0.0089420101,-0.0017658151,1.750262e-02,-0.0003726457,0.015846546
0.0136497277,-0.0099525597,0.0000000000,-1.491502e-02,-0.0097397470,-0.005945449
0.0051566809,0.0207189100,0.0068692362,1.246031e-02,0.0056306349,-0.004677789
-0.0001142424,-0.0011398398,0.0073452178,6.158538e-03,0.0011223667,0.013711223
0.0009140080,0.0419892156,0.0098830349,1.509286e-02,0.0028002946,0.001797048
0.0116947008,0.0052355689,0.0017238960,8.246509e-03,-0.0007460180,0.006391431
0.0012409171,-0.0013062808,0.0024083711,4.051900e-03,-0.0039255945,0
-0.0176649857,-0.0098523103,-0.0030975764,-7.471999e-03,0.0011232071,0.017431235
0.0035810951,0.0061416861,0.0048142997,-6.483508e-04,0.0035484054,0.033007923
0.0129462470,-0.0032854524,-0.0061941194,2.313635e-03,-0.0247252005,0.039667925
-0.0004554293,0.0176148411,0.0031018643,1.194541e-02,0.0087519445,-0.006307719
0.0012519262,0.0049457047,-0.0055555814,-9.138842e-04,-0.0081788560,-0.004227249
0.0021587489,0.0002145077,0.0020870012,-1.463828e-03,0.0053333309,0.004930143
0.0090386229,-0.0027918065,0.0006946299,-1.282633e-03,0.0111458562,0.004672929
-0.0125631239,0.0006449153,0.0003471781,2.563623e-03,0.0035630450,0.002793251
0.0021616035,0.0027900307,0.0008673567,-7.802843e-03,0.0014964828,-0.01169057
-0.0030732119,-0.0015013386,0.0038075694,3.128415e-03,0.0052199633,0.001879653
0.0034140873,0.0015013386,0.0010359422,-7.561815e-03,-0.0031659943,-0.016329744
-0.0063824798,0.0012851039,0.0037891371,-4.267161e-03,0.0076187251,0.002859163
-0.0021748218,0.0083129359,-0.0024096295,-5.873838e-03,-0.0072457256,0.005693989
0.0065102228,0.0031789410,0.0012055405,-1.122786e-03,0.0092799618,-0.00023665
-0.0036496370,0.0134512858,-0.0036209904,-7.706074e-03,-0.0025897092,0.007543742
-0.0043512870,-0.0033458756,-0.0074556080,9.429352e-04,-0.0065038240,0.003984489
-0.0034487183,-0.0079916458,0.0022599136,5.920281e-03,0.0029784057,0.004201687
0.0066567691,0.0031621656,0.0013881251,9.325814e-03,0.0070383765,0.008119729
0.0130691291,-0.0046412973,-0.0010409043,-2.785698e-04,-0.0051813252,0.032506556
-0.0037328410,0.0040096891,0.0008675248,6.109469e-03,0.0000000000,-0.008084504
0.0091376878,0.0065078606,-0.0039968779,-2.655855e-02,0.0072095601,0.000225521
-0.0251307450,-0.0130583723,-0.0214721533,-2.291018e-02,-0.0163420745,-0.033000314
0.0051686159,0.0130583723,0.0148333899,2.215180e-02,-0.0094056518,0.012503081
-0.0241171260,-0.0183724323,-0.0091566024,2.352603e-02,-0.0165796840,-0.009711013
-0.0071845416,-0.0036297475,-0.0047876833,3.477503e-02,0.0065122030,0.009711013
0.0056577623,0.0070340838,0.0163952569,3.343325e-02,0.0089328231,0.012121429
-0.0124181452,-0.0143333882,0.0010486155,-5.640189e-03,-0.0024627739,-0.007301059
-0.0023828999,0.0038709825,-0.0056051933,-1.172877e-02,0.0054856336,-0.011052358
-0.0155079242,-0.0010737479,-0.0021100495,-8.806557e-05,-0.0083349422,-0.00930451
0.0091655452,0.0077055370,0.0165840749,-1.760833e-04,0.0032286038,0.031061924
0.0028769867,0.0044675893,0.0010382551,9.379032e-03,-0.0034188080,0.000226594
-0.0010779613,0.0008487304,-0.0067679104,-1.680419e-02,-0.0061068828,-0.031054893
-0.0046843989,-0.0270868281,-0.0092714518,1.507146e-03,-0.0021078913,-0.011987404
0.0021647583,0.0104054677,0.0182852208,1.858642e-03,0.0084049783,0.02521726
0.0430300808,0.0107251076,0.0013795076,7.575807e-03,0.0042129814,0.007351285
-0.0050761867,-0.0230937067,-0.0109157683,-1.565500e-02,-0.0115319725,-0.02596944
0.0094394648,0.0307451983,0.0034782143,7.725496e-03,0.0019312867,0.012373171
-0.0026386230,-0.0042435941,-0.0031298974,-4.699273e-03,0.0113189994,0.000695883
-0.0092326457,0.0151933886,-0.0031396536,4.256865e-03,-0.0107403730,0.001158591
0.0086580638,0.0186727682,0.0069637690,4.424081e-04,0.0160676756,0.012199461
0.0004596686,0.0085960084,0.0017334484,7.402839e-03,0.0167470185,-0.000686555
-0.0034526756,0.0042704426,0.0010385619,1.491542e-03,-0.0112592455,-0.010586957
0.0194092633,0.0054639658,0.0041436696,1.729656e-02,0.0103258097,0.016066377
-0.0079465082,-0.0113660282,-0.0147534128,2.151924e-03,-0.0003736335,-0.028639325
-0.0069766497,-0.0059371863,-0.0013997839,8.902583e-03,-0.0058090906,-0.007525882
-0.0065634356,-0.0047339704,-0.0033324986,-3.072663e-03,-0.0056539715,-0.017623747
-0.0002310353,0.0028842170,0.0087458999,5.541080e-03,0.0088438059,-0.004334223
0.0000000000,-0.0002057901,-0.0034891369,-6.802804e-04,-0.0071442554,0.008410527
0.0026541524,0.0079927298,0.0076601895,-6.808122e-04,0.0129348238,-0.002635703
0.0045993131,0.0099523170,-0.0022571669,-2.983923e-03,0.0044601852,0.024879852
0.0004587723,0.0020190226,-0.0048788877,-5.124709e-04,-0.0020417692,-0.008224673
-0.0067882168,-0.0002017636,0.0412341342,-3.937335e-03,0.0051890096,-0.004967556
0.0033423651,0.0002017636,0.0222120911,8.964867e-03,0.0025845168,0.009910464
-0.0021885881,0.0002016417,-0.0001639306,5.086901e-03,-0.0023996482,-0.000939652
0.0042574793,0.0084337527,-0.0059201042,-2.275162e-02,-0.0064893608,-0.011107216
-0.0019538996,-0.0016009270,-0.0087800082,-9.649252e-03,0.0147713700,-0.00500306
-0.0249284758,-0.0074379540,-0.0038342972,-6.660867e-03,-0.0117996039,-0.002151824
-0.0173710354,-0.0083071892,0.0008347738,-1.584085e-03,-0.0020420734,-0.005520235
0.0039528281,-0.0042818645,-0.0020046528,-1.822033e-02,-0.0005577269,-0.00530882
-0.0023938353,-0.0082068076,-0.0062064851,8.965329e-04,-0.0033525896,-0.015852106
0.0025134054,-0.0039350238,-0.0037087383,-1.077660e-02,-0.0063634903,-0.011123585
-0.0010764142,-0.0004151119,-0.0084803748,-9.054845e-03,-0.0024437807,0.001242057
0.0222467760,0.0336801118,0.0287101031,1.432185e-02,0.0097397375,0.018935769
0.0071760602,0.0018048719,0.0008272451,5.869832e-03,-0.0041091122,0.002676099
0.0109584057,0.0331064859,-0.0049735310,-1.622061e-03,0.0082013152,0.00121401
0.0092326453,0.0384077674,-0.0247341252,-2.826361e-02,0.0051842991,-0.025809446
-0.0159800134,-0.0146563796,0.0054366366,5.919902e-03,-0.0092765020,0.006453187
-0.0045627444,0.0344187809,-0.0153665518,-2.540532e-02,-0.0035478084,-0.028100169
0.0178970656,0.0139837023,0.0195546475,1.315686e-02,-0.0054394143,0.022891203
-0.0124009187,-0.0148985268,0.0131625638,2.653309e-02,0.0001881019,0.018968447
-0.0060825643,0.0148985268,0.0164605711,-3.637417e-04,0.0033790226,0.011403763
0.0005864174,0.0001803001,-0.0047938193,9.999533e-04,-0.0024392709,-0.006292422
0.0140888301,0.0014414664,0.0084152343,1.505963e-02,0.0143619170,-0.001944059
0.0021944072,0.0100322871,0.0042629798,6.263068e-04,0.0060925479,-0.002435535
0.0027649521,0.0104620198,-0.0118500017,-5.111428e-03,-0.0047971081,-0.001219934
0.0022983726,0.0015863212,0.0021499613,5.021959e-03,0.0020323570,-0.002199683
-0.0074889551,-0.0233417726,0.0013208206,-1.969921e-03,0.0025806312,0.014091633
-0.0066137030,0.0009009772,0.0078882818,-9.864222e-04,-0.0060935985,0.003612214
0.0161666542,0.0155484946,-0.0136796955,-8.469299e-03,0.0315402949,-0.014040367
-0.0006875871,0.0154851070,-0.0177469504,-9.363274e-03,0.0069748758,-0.03447332
-0.0022951265,-0.0220681428,0.0008442262,3.737676e-03,-0.0123735567,0.011041492
0.0050424468,0.0222427136,0.0162387630,-7.214326e-03,0.0114820798,0.003239096
0.0009140065,0.0111112246,-0.0044936417,7.669143e-03,0.0028500155,-0.005737823
0.0058077061,0.0194911835,0.0234101998,9.774729e-03,0.0120227798,0.013666482
0.0028346334,0.0182875572,-0.0058833371,9.769331e-03,0.0092714522,0.021726718
0.0076697834,-0.0018304357,0.0156126598,1.618997e-02,0.0048636248,0.008416498
0.0220033694,-0.0081947402,0.0032221258,-5.720534e-03,0.0096569417,-0.01107642
0.0174334225,0.0040221456,0.0129446642,1.654377e-02,-0.0020614948,0.004107823
-0.0218397032,-0.0057027923,-0.0047747788,0.000000e+00,-0.0084622145,-0.013595766
0.0034165237,0.0130349200,-0.0015966567,5.454293e-03,0.0118956589,-0.06305669
0.0031855992,-0.0080013629,-0.0044843651,1.294288e-03,0.0010277629,0.005193494
-0.0083701104,-0.0015074271,0.0209664653,5.760717e-03,0.0063145362,-0.004933231
0.0001106069,0.0189279973,-0.0012582271,2.654201e-03,0.0003402041,0.019077712
-0.0016601321,-0.0008226858,0.0000000000,9.401382e-04,0.0047506427,-0.000255344
0.0065139968,-0.0042889901,0.0001573412,-6.599518e-03,-0.0056013359,-0.016742232
-0.0017623402,0.0082318423,-0.0048899543,1.975817e-03,0.0023989045,0.004147233
0.0004408735,0.0016382614,0.0006322640,6.330807e-03,-0.0001711938,0.006702732
-0.0049709744,-0.0173371683,-0.0045932845,-4.273141e-03,-0.0089408436,-0.004893712
0.0005535015,-0.0110535376,-0.0014298253,-2.569575e-04,-0.0083247793,-0.00232651
-0.0009965837,0.0008416586,-0.0121562876,-7.826351e-03,-0.0034891348,0.00077607
